uniform,normal
32.81107890156427,24.243190444874273
13.054342880523564,14.911534179312493
18.386808183596198,18.473347576555966
15.186623876696505,16.09266449513936
23.294953315608243,24.255237098388474
22.175719506529045,13.63306017164165
35.400304607323264,12.464355198535307
28.1410330689112,30.56547804349433
30.788601556403805,12.774806647755755
27.79295752383402,15.381906407471618
25.255522587287075,8.645323439032016
31.719194016517996,23.819474469604803
16.844855117545574,16.777421214024706
36.13651229376141,19.4997069008802
25.927204495948686,19.988756881051597
33.20447975852045,22.049559518053506
30.231357339840923,9.200927096259848
22.08757166200592,28.51179279233624
35.56026164970774,31.89554401686688
38.260387656548616,12.387652515918223
12.940737092843861,14.735785111919107
14.336762356808126,18.21103230558124
16.30923202687622,27.6418995497045
32.318846038226894,17.005022719996937
14.785820964325943,22.83748276350267
25.47355541124912,28.744627045890546
25.82814821865641,18.76690790993544
25.574167912701064,10.335281048802566
26.16809785376163,19.14025431461754
33.948835974147784,24.790163121590943
10.857550983617987,22.053816933759222
36.721406709665715,19.130777531154568
21.306119421832605,18.95061836758134
26.440285496419417,15.803602730956362
12.600773195784551,17.084713146653545
11.33688069349914,20.436161879102023
36.76538390628876,31.587034806568504
31.247692295400984,24.606093406232674
33.48221383391425,24.031600146755547
13.682076209437762,26.158618350591432
12.998620289986548,15.238516478657157
18.97210260858097,23.78367253249885
35.51719575229101,17.82316200912275
35.034390075361294,17.22416892331751
16.24340028657449,15.632396711312815
14.275784891043768,31.09887244378056
17.587084549258023,22.61350316896082
15.81232199412803,18.394310419743107
18.4602017339131,16.692576306821135
29.263213588314564,21.65781502904593
13.886538439310776,24.955854130417475
11.066913702058523,14.845807964784736
22.788352381951448,20.653166050367986
25.119878069528394,16.068100271268715
27.579145119477957,18.465475369388127
10.173995166069458,26.576989729544255
35.81204050627359,18.603086713216058
28.771690976543077,28.273986621600823
23.42107884348114,17.730117220663427
11.470953149413587,16.45643209613251
28.5496898635182,18.215087790274787
19.87438760472459,24.329145887760284
34.250878322651005,16.537516614796946
26.50960612964104,22.659582453950446
11.522100567027472,14.839275380870706
38.10294191883472,14.304270503158458
25.00499724762212,30.109384653463078
35.03851050513034,20.127164121312063
14.87384820938439,21.956106929291316
37.06258866450465,15.55400337975677
33.050576505297805,15.816226365468939
27.918847714363082,15.01799433511015
23.27222956167488,20.1957214823782
19.2648999728489,18.393324361993447
18.45634578361897,17.619783226164635
33.29372383675425,15.371799170627682
